Ausspielung,Datum,Spiel01_Tendenz1,Spiel01_Tendenz0,Spiel01_Tendenz2,Spiel02_Tendenz1,Spiel02_Tendenz0,Spiel02_Tendenz2,Spiel03_Tendenz1,Spiel03_Tendenz0,Spiel03_Tendenz2,Spiel04_Tendenz1,Spiel04_Tendenz0,Spiel04_Tendenz2,Spiel05_Tendenz1,Spiel05_Tendenz0,Spiel05_Tendenz2,Spiel06_Tendenz1,Spiel06_Tendenz0,Spiel06_Tendenz2,Spiel07_Tendenz1,Spiel07_Tendenz0,Spiel07_Tendenz2,Spiel08_Tendenz1,Spiel08_Tendenz0,Spiel08_Tendenz2,Spiel09_Tendenz1,Spiel09_Tendenz0,Spiel09_Tendenz2,Spiel10_Tendenz1,Spiel10_Tendenz0,Spiel10_Tendenz2,Spiel11_Tendenz1,Spiel11_Tendenz0,Spiel11_Tendenz2,Spiel12_Tendenz1,Spiel12_Tendenz0,Spiel12_Tendenz2,Spiel13_Tendenz1,Spiel13_Tendenz0,Spiel13_Tendenz2,Spiel01_Bookie1,Spiel01_Bookie0,Spiel01_Bookie2,Spiel02_Bookie1,Spiel02_Bookie0,Spiel02_Bookie2,Spiel03_Bookie1,Spiel03_Bookie0,Spiel03_Bookie2,Spiel04_Bookie1,Spiel04_Bookie0,Spiel04_Bookie2,Spiel05_Bookie1,Spiel05_Bookie0,Spiel05_Bookie2,Spiel06_Bookie1,Spiel06_Bookie0,Spiel06_Bookie2,Spiel07_Bookie1,Spiel07_Bookie0,Spiel07_Bookie2,Spiel08_Bookie1,Spiel08_Bookie0,Spiel08_Bookie2,Spiel09_Bookie1,Spiel09_Bookie0,Spiel09_Bookie2,Spiel10_Bookie1,Spiel10_Bookie0,Spiel10_Bookie2,Spiel11_Bookie1,Spiel11_Bookie0,Spiel11_Bookie2,Spiel12_Bookie1,Spiel12_Bookie0,Spiel12_Bookie2,Spiel13_Bookie1,Spiel13_Bookie0,Spiel13_Bookie2,Spiel01_Resultat,Spiel02_Resultat,Spiel03_Resultat,Spiel04_Resultat,Spiel05_Resultat,Spiel06_Resultat,Spiel07_Resultat,Spiel08_Resultat,Spiel09_Resultat,Spiel10_Resultat,Spiel11_Resultat,Spiel12_Resultat,Spiel13_Resultat,Spieleinsatz,Anzahl Klasse 1,Quote Klasse 1,Anzahl Klasse 2,Quote Klasse 2,Anzahl Klasse 3,Quote Klasse 3,Anzahl Klasse 4,Quote Klasse 4,Spiel01_Heim,Spiel01_Auswärts,Spiel02_Heim,Spiel02_Auswärts,Spiel03_Heim,Spiel03_Auswärts,Spiel04_Heim,Spiel04_Auswärts,Spiel05_Heim,Spiel05_Auswärts,Spiel06_Heim,Spiel06_Auswärts,Spiel07_Heim,Spiel07_Auswärts,Spiel08_Heim,Spiel08_Auswärts,Spiel09_Heim,Spiel09_Auswärts,Spiel10_Heim,Spiel10_Auswärts,Spiel11_Heim,Spiel11_Auswärts,Spiel12_Heim,Spiel12_Auswärts,Spiel13_Heim,Spiel13_Auswärts,BL,BL2,DFBP,DL_sonstige,ENG,ITA,ESP,Laenderspiele,International_Club,sonstige,Los_01,Los_02,Los_03,Los_04,Los_05,Los_06,Los_07,Los_08,Los_09,Los_10,Los_11,Los_12,Los_13
555,21.03.2015,6,3,1,3,4,3,3,3,4,2,3,5,2,2,6,2,3,5,2,4,4,1,3,6,2,3,5,3,4,3,3,4,3,3,4,3,2,4,4,79.23,13.85,6.92,30.02,28.45,41.53,17.88,23.46,58.66,39.02,27.54,33.44,33.28,28.68,38.04,27.4,28.23,44.37,40.59,28.29,31.12,28.29,28.29,43.42,33.72,29.91,36.37,37.4,29.21,33.39,34.37,29.94,35.69,39.9,28.85,31.25,28.76,28.76,42.48,2,2,2,1,1,0,0,0,0,0,1,2,2,524537.5,0,110152.8,4,15736.1,28,2248,291,270.3,Bayern München,Borussia Mönchengladbach,FC Schalke 04,Bayer Leverkusen,Hannover 96,Borussia Dortmund,VfB Stuttgart,Eintracht Frankfurt,SC Freiburg,FC Augsburg,SC Paderborn,1899 Hoffenheim,1. FC Köln,Werder Bremen,1. FSV Mainz 05,VfL Wolfsburg,Erzgebirge Aue,SpVgg Greuther Fürth,Karlsruher SC,1. FC Kaiserslautern,1. FC Heidenheim,RB Leipzig,FC Liverpool,Manchester United,Queen's Park Rangers,FC Everton,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,28.03.2015,1,1,8,4,3,3,3,4,3,5,3,2,4,3,3,3,3,4,5,3,2,5,3,2,2,3,5,6,3,1,6,3,1,2,2,6,4,3,3,6.05,11.72,82.23,36.12,30.87,33.01,47.83,28.26,23.91,59.48,26.68,13.84,37.6,30.44,31.96,39.08,29.01,31.91,48.88,27.31,23.81,62.23,24.89,12.88,23.81,27.31,48.88,62.28,23.35,14.37,82.28,12.51,5.21,18.71,24.61,56.68,56.68,24.61,18.71,2,1,1,1,0,0,2,1,0,0,1,2,1,572098,17,13546.6,495,138.6,5556,12.3,32860,2.6,Georgien,Deutschland,Nordirland,Finnland,Albanien,Armenien,Portugal,Serbien,Ungarn,Griechenland,Irland,Polen,Israel,Wales,Kroatien,Norwegen,Bulgarien,Italien,Niederlande,Türkei,Belgien,Zypern,Kasachstan,Island,Aserbaidschan,Malta,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,04.04.2015,2,2,6,3,4,3,2,3,5,3,3,4,4,3,3,5,3,2,6,3,1,6,3,1,5,3,2,2,2,6,4,3,3,3,4,3,4,4,2,26.76,27.55,45.69,38.97,28.78,32.25,37.34,28.72,33.94,36.14,30.3,33.56,41.35,28.63,30.02,47.06,27.41,25.53,64.41,21.22,14.37,69.3,19.69,11.01,49.17,27.47,23.36,28.92,28.04,43.04,45.33,27.34,27.33,36.48,29.07,34.45,44.23,25.81,29.96,2,0,2,1,0,0,1,1,1,0,1,0,2,564076.5,4,29614,84,805.8,1157,58.5,8294,10.2,Borussia Dortmund,Bayern München,FC Augsburg,FC Schalke 04,1899 Hoffenheim,Borussia Mönchengladbach,SC Freiburg,1. FC Köln,Werder Bremen,1. FSV Mainz 05,Eintracht Frankfurt,Hannover 96,VfL Wolfsburg,VfB Stuttgart,Bayer Leverkusen,Hamburger SV,Hertha BSC Berlin,SC Paderborn,VfR Aalen,Karlsruher SC,RB Leipzig,1. FC Nürnberg,SV Sandhausen,1. FC Union Berlin,1860 München,Erzgebirge Aue,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,11.04.2015,4,4,2,7,2,1,6,2,2,2,3,5,2,3,5,1,2,7,2,4,4,2,3,5,2,4,4,3,4,3,5,3,2,3,4,3,3,4,3,32.91,28,39.09,80.13,11.72,8.15,56.2,25.03,18.77,27.44,29.16,43.4,31.12,28.29,40.59,23.39,24.63,51.98,38.21,28.36,33.43,44.51,27.34,28.15,38.53,28.45,33.02,37.74,29.82,32.44,42.01,27.18,30.81,38.28,28.14,33.58,42.29,29.08,28.63,1,1,0,2,1,2,1,1,2,2,0,1,0,530710.5,3,37149.7,32,1990.1,339,187.8,2660,29.9,Borussia Mönchengladbach,Borussia Dortmund,Bayern München,Eintracht Frankfurt,FC Schalke 04,SC Freiburg,1. FSV Mainz 05,Bayer Leverkusen,SC Paderborn,FC Augsburg,Hamburger SV,VfL Wolfsburg,1. FC Köln,1899 Hoffenheim,VfB Stuttgart,Werder Bremen,Erzgebirge Aue,SV Sandhausen,VfL Bochum,RB Leipzig,1. FC Union Berlin,VfR Aalen,Manchester United,Manchester City,West Ham United,Stoke City,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,18.04.2015,6,2,2,1,3,6,3,4,3,5,3,2,3,3,4,6,2,2,6,2,2,5,3,2,2,3,5,5,3,2,3,3,4,5,3,2,4,4,2,53.18,26.59,20.23,14.44,20.4,65.16,37.47,30.22,32.31,76.37,15.53,8.1,34.79,27.63,37.58,69.5,18.77,11.73,44.37,28.23,27.4,47.98,26.73,25.29,39.42,28.07,32.51,52.94,26.47,20.59,44,28,28,47.77,27.39,24.84,51.06,26.69,22.25,0,2,0,1,2,1,1,1,1,0,0,1,1,581984,9,13579.6,233,299.7,2481,28.1,15087,5.7,VfL Wolfsburg,FC Schalke 04,1899 Hoffenheim,Bayern München,Hertha BSC Berlin,1. FC Köln,Borussia Dortmund,SC Paderborn,SC Freiburg,1. FSV Mainz 05,Bayer Leverkusen,Hannover 96,FC Augsburg,VfB Stuttgart,Werder Bremen,Hamburger SV,Erzgebirge Aue,FSV Frankfurt,SV Darmstadt 98,1. FC Heidenheim,SpVgg Greuther Fürth,1. FC Union Berlin,Juventus Turin,Lazio Rom,Chelsea London,Manchester United,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,25.04.2015,3,3,4,8,1,1,3,4,3,3,3,4,3,3,4,1,3,6,2,3,5,2,3,5,1,3,6,5,3,2,4,4,2,2,3,5,3,3,4,37.58,27.63,34.79,82.16,12.49,5.35,68.81,18.71,12.48,38.04,28.68,33.28,50.52,27.49,21.99,22.22,25.93,51.85,37.73,28.58,33.69,34.91,27.44,37.65,24.71,28.96,46.33,38.53,28.45,33.02,40.16,27.99,31.85,38.85,30.07,31.08,37.34,28.72,33.94,1,1,1,2,0,0,1,0,0,0,1,1,0,542707.5,0,113968.5,37,1760.1,509,127.9,3863,21,Borussia Mönchengladbach,VfL Wolfsburg,Bayern München,Hertha BSC Berlin,Borussia Dortmund,Eintracht Frankfurt,Hannover 96,1899 Hoffenheim,VfB Stuttgart,SC Freiburg,1. FC Köln,Bayer Leverkusen,Hamburger SV,FC Augsburg,SC Paderborn,Werder Bremen,1. FC Union Berlin,FC Ingolstadt 04,FSV Frankfurt,VfR Aalen,1. FC Heidenheim,FC St. Pauli,Inter Mailand,AS Rom,Arsenal London,Chelsea London,8,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,02.05.2015,3,3,4,3,4,3,7,2,1,4,3,3,5,3,2,5,3,2,4,3,3,5,3,2,2,3,5,2,4,4,2,3,5,3,3,4,4,3,3,33.39,29.21,37.4,21.3,26.04,52.66,66.87,18.73,14.4,41.46,27.44,31.1,44.52,26.71,28.77,42.48,28.32,29.2,46.65,27.44,25.91,53.33,25.93,20.74,22.02,25.99,51.99,48.8,27.99,23.21,49.93,26.39,23.68,38.46,27.97,33.57,37.76,31.91,30.33,1,0,0,1,1,0,2,2,2,1,2,2,0,653392.5,0,251180.9,2,39203.5,59,1328.9,731,134,Bayer Leverkusen,Bayern München,1899 Hoffenheim,Borussia Dortmund,VfL Wolfsburg,Hannover 96,Werder Bremen,Eintracht Frankfurt,FC Schalke 04,VfB Stuttgart,FC Augsburg,1. FC Köln,SC Freiburg,SC Paderborn,1. FSV Mainz 05,Hamburger SV,Hertha BSC Berlin,Borussia Mönchengladbach,SpVgg Greuther Fürth,Fortuna Düsseldorf,1860 München,1. FC Union Berlin,VfR Aalen,VfL Bochum,SV Sandhausen,1. FC Heidenheim,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,09.05.2015,4,3,3,7,2,1,3,3,4,5,3,2,3,4,3,3,4,3,1,2,7,2,4,4,1,2,7,2,4,4,5,3,2,6,2,2,2,3,5,38.21,28.36,33.43,59.6,23.39,17.01,37.33,27.45,35.22,75.13,16.33,8.54,47.01,26.12,26.87,44.32,26.59,29.09,16.99,24.6,58.41,34.34,28.62,37.04,24.63,28,47.37,38.12,27.23,34.65,34.73,28.95,36.32,47.92,27.49,24.59,33.94,28.72,37.34,1,2,1,1,0,1,2,1,1,1,1,0,1,792933,0,417696.8,33,2883.3,518,183.6,4033,29.4,Borussia Mönchengladbach,Bayer Leverkusen,Bayern München,FC Augsburg,Eintracht Frankfurt,1899 Hoffenheim,Borussia Dortmund,Hertha BSC Berlin,Hannover 96,Werder Bremen,VfB Stuttgart,1. FSV Mainz 05,SC Paderborn,VfL Wolfsburg,1. FC Köln,FC Schalke 04,VfL Bochum,FC Ingolstadt 04,1. FC Nürnberg,Eintracht Braunschweig,1. FC Heidenheim,SpVgg Greuther Fürth,Chelsea London,FC Liverpool,Stoke City,Tottenham Hotspur,8,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,16.05.2015,6,2,2,2,2,6,1,1,8,6,2,2,5,3,2,3,4,3,3,3,4,3,4,3,5,3,2,3,4,3,5,3,2,3,4,3,3,3,4,39.48,26.68,33.84,24.66,26.02,49.32,16.99,24.6,58.41,66.87,18.73,14.4,43.4,27.44,29.16,44.37,27.4,28.23,51.93,25.27,22.8,43.42,28.29,28.29,56.19,24.06,19.75,38.05,27.42,34.53,52.82,25.68,21.5,38.59,26.46,34.95,45.31,28.15,26.54,1,2,1,1,2,0,1,1,1,0,1,2,2,995068.5,5,125332.2,134,891.1,2018,59.1,15335,9.7,VfL Wolfsburg,Borussia Dortmund,Werder Bremen,Borussia Mönchengladbach,SC Freiburg,Bayern München,Bayer Leverkusen,1899 Hoffenheim,FC Augsburg,Hannover 96,Hertha BSC Berlin,Eintracht Frankfurt,VfB Stuttgart,Hamburger SV,1. FSV Mainz 05,1. FC Köln,FC Schalke 04,SC Paderborn,Manchester United,Arsenal London,FC Ingolstadt 04,RB Leipzig,Eintracht Braunschweig,Karlsruher SC,SV Sandhausen,Fortuna Düsseldorf,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,23.05.2015,4,3,3,3,4,3,6,2,2,7,2,1,2,3,5,4,3,3,1,2,7,1,2,7,4,3,3,3,3,4,3,4,3,2,3,5,4,3,3,71.74,16.22,12.03,49.04,27.55,23.42,57.84,23.42,18.74,75,15.62,9.38,41.46,25.22,32.33,30.08,23.31,46.62,21.3,26.04,52.66,25.22,25.92,48.86,44.37,27.4,28.23,56.21,20.61,23.19,37.05,29.88,33.08,44.02,25.68,30.31,39.93,25.22,34.85,1,1,2,1,1,2,1,0,1,0,0,1,2,653513.5,1,137237.8,46,1704.8,688,113.9,5397,18.1,Borussia Dortmund,Werder Bremen,Hannover 96,SC Freiburg,Borussia Mönchengladbach,FC Augsburg,Bayern München,1. FSV Mainz 05,Hamburger SV,FC Schalke 04,SC Paderborn,VfB Stuttgart,Eintracht Frankfurt,Bayer Leverkusen,1. FC Köln,VfL Wolfsburg,1899 Hoffenheim,Hertha BSC Berlin,1. FC Kaiserslautern,FC Ingolstadt 04,VfL Bochum,SV Sandhausen,1. FC Union Berlin,Eintracht Braunschweig,Fortuna Düsseldorf,FSV Frankfurt,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,30.05.2015,3,3,4,6,2,2,1,2,7,6,3,1,5,3,2,2,3,5,2,2,6,6,2,2,1,1,8,6,2,2,2,4,4,6,3,1,2,2,6,42.32,26.83,30.85,62.24,23.14,14.62,6.03,13.92,80.05,60.49,23.91,15.6,78.83,13.84,7.33,33.41,27.93,38.66,43.18,26.91,29.91,69.76,19.05,11.19,19.76,25.27,54.97,62.66,22.22,15.12,45.09,27.8,27.11,66.38,20.35,13.27,33.02,27.88,39.1,2,1,2,1,1,2,1,1,0,1,2,2,1,462857.5,4,24300,149,372.7,2517,22,17276,4,Borussia Dortmund,VfL Wolfsburg,Arsenal London,Aston Villa,AJ Auxerre,Paris St. Germain,Inverness CT,FC Falkirk,FC Barcelona,Athletic Bilbao,Atalanta Bergamo,AC Mailand,Cagliari Calcio,Udinese Calcio,AC Florenz,AC Chievo Verona,Hellas Verona,Juventus Turin,Inter Mailand,FC Empoli,SSC Neapel,Lazio Rom,AS Rom,US Palermo,Sassuolo Calcio,CFC Genua 1893,0,0,1,0,1,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
566,06.06.2015,3,3,4,6,2,2,5,3,2,3,3,4,6,2,2,7,2,1,6,3,1,4,3,3,6,2,2,3,3,4,3,3,4,2,3,5,2,3,5,18.11,23.19,58.7,61.72,20.13,18.15,63.71,23.09,13.2,21.38,25.72,52.9,91.67,5.55,2.78,93.22,4.48,2.3,44.3,27.85,27.85,46.46,28.53,25.02,54.16,26.35,19.5,48.78,28.69,22.53,42.39,29.1,28.51,51.28,27.07,21.65,47.55,28.67,23.78,2,2,1,2,1,1,2,2,2,2,1,2,1,347204,1,72912.8,18,2314.6,234,178,1636,31.8,Juventus Turin,FC Barcelona,FC Basel,FC Sion,Kanada (F),VR China (F),Neuseeland (F),Niederlande (F),Norwegen (F),Thailand (F),Deutschland (F),Elfenbeinküste (F),Washington D.C. United,Toronto FC,Philadelphia Union,New York City FC,Columbus Crew,Montreal Impact,Chicago Fire,Orlando City,Sporting Kansas City,Seattle Sounders FC,Los Angeles Galaxy,Vancouver Whitecaps,Portland Timbers,New England Revolution,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
567,13.06.2015,1,1,8,4,3,3,3,3,4,2,4,4,4,4,2,2,2,6,4,3,3,3,3,4,6,2,2,5,3,2,4,4,2,5,3,2,6,3,1,1.85,4.95,93.2,41,30.42,28.58,37.56,28.9,33.54,31.08,30.07,38.85,43.4,29.16,27.44,21.99,27.49,50.52,48.11,28.43,23.46,29.2,28.32,42.48,64.74,21.94,13.32,80.58,13.63,5.79,60.87,22.83,16.3,59.9,23.22,16.88,65,22.43,12.57,2,0,2,0,1,2,2,0,1,2,1,1,0,369035.5,0,77497.4,72,615,1193,37.1,9402,5.8,Gibraltar,Deutschland,Irland,Schottland,Finnland,Ungarn,Nordirland,Rumänien,Dänemark,Serbien,Slowenien,England,Russland,Österreich,Liechtenstein,Moldawien,Schweden,Montenegro,Frankreich (F),Kolumbien (F),Brasilien (F),Spanien (F),England (F),Mexiko (F),Südkorea (F),Costa Rica (F),0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
568,20.06.2015,5,3,2,3,4,3,2,3,5,3,3,4,5,3,2,3,4,3,4,3,3,4,3,3,5,3,2,2,3,5,3,3,4,4,4,2,4,3,3,58.03,25.09,16.88,41.29,27.74,30.97,19.69,25.28,55.03,28.32,29.2,42.48,63.68,22.1,14.22,41.9,28.36,29.74,55.13,25.37,19.5,68.58,20.13,11.29,59.93,24.12,15.95,45.38,27.93,26.69,40.55,28.52,30.93,57.06,24.68,18.26,55.38,25.38,19.24,1,2,2,0,1,1,2,1,2,2,1,1,1,338426,0,148566.8,48,846,990,41,7788,6.5,Deutschland U21,Dänemark U21,Serbien U21,Tschechien U21,Schweden U21,England U21,Italien U21,Portugal U21,Deutschland (F),Schweden (F),VR China (F),Kamerun (F),Brasilien (F),Australien (F),Frankreich (F),Südkorea (F),Seattle Sounders FC,San Jose Earthquakes,RB New York,Vancouver Whitecaps,Montreal Impact,Orlando City,Los Angeles Galaxy,Philadelphia Union,Portland Timbers,Houston Dynamo,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
569,27.06.2015,4,3,3,4,3,3,3,4,3,3,4,3,2,3,5,4,3,3,3,3,4,6,2,2,4,3,3,3,3,4,4,3,3,3,3,4,3,3,4,28.59,29.48,41.93,42.67,28.88,28.45,25.99,28.36,45.65,29.21,30.15,40.64,46.44,27.8,25.76,41.22,28.52,30.26,38.46,27.97,33.57,56.45,25.07,18.48,46.26,28.04,25.7,33.68,27.98,38.34,58.68,24.57,16.75,50.79,26.84,22.37,34.11,26.8,39.09,1,2,2,1,0,0,2,1,0,1,1,1,0,379094.5,0,228176.6,27,1684.8,339,134.1,2215,25.6,Portugal U21,Deutschland U21,Dänemark U21,Schweden U21,Australien (F),Japan (F),England (F),Kanada (F),Toronto FC,Washington D.C. United,Philadelphia Union,Montreal Impact,New England Revolution,Vancouver Whitecaps,Sporting Kansas City,Colorado Rapids,Real Salt Lake,Columbus Crew,San Jose Earthquakes,Los Angeles Galaxy,Viking Stavanger,Sarpsborg 08,Tromsö IL,Haugesund FK,Lilleström SK,Odd Grenland,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
570,04.07.2015,3,4,3,3,4,3,3,4,3,1,3,6,3,4,3,4,3,3,4,4,2,1,3,6,2,4,4,3,4,3,4,3,3,3,3,4,3,4,3,63.87,20.16,15.97,45.57,27.62,26.81,45.87,27.26,26.87,38.21,28.36,33.43,46.89,27.71,25.4,38.26,28.85,32.89,55.03,25.23,19.74,32.5,27.23,40.27,41.12,28.04,30.84,48.24,25.98,25.78,50.87,25.86,23.27,50.3,25.84,23.86,36.71,28.36,34.93,0,1,2,1,1,0,1,1,0,1,1,2,0,435757,2,159842.7,11,4753.7,142,368.2,1030,63.4,Deutschland (F),England (F),Columbus Crew,RB New York,Montreal Impact,New York City FC,Colorado Rapids,Vancouver Whitecaps,FC Dallas,New England Revolution,Real Salt Lake,Orlando City,Los Angeles Galaxy,Toronto FC,IK Start Kristiansand,Stabaek IF,Haugesund FK,Lilleström SK,Strömsgodset IF,Viking Stavanger,Aalesund FK,Mjöndalen IF,Odd Grenland,Valerenga IF,Sandefjord Fotball,Tromsö IL,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
571,11.07.2015,3,4,3,2,3,5,3,4,3,3,3,4,1,3,6,2,3,5,6,3,1,5,3,2,4,4,2,6,2,2,6,2,2,3,4,3,3,3,4,45.99,27.82,26.19,35.61,28.78,35.61,39.15,28.76,32.09,36.76,27.86,35.38,36.76,27.86,35.38,44.91,28.07,27.02,58.85,24.78,16.37,65.5,21.84,12.66,51.35,26.03,22.62,55.98,25.72,18.3,56.9,25,18.1,38.83,27.19,33.98,50.08,26.43,23.49,1,1,2,1,1,1,1,1,2,0,1,2,1,263877,1,55414.1,47,673.7,473,66.9,2871,13.7,RB New York,New England Revolution,Philadelphia Union,Portland Timbers,Orlando City,FC Dallas,Montreal Impact,Columbus Crew,Chicago Fire,Seattle Sounders FC,Colorado Rapids,Real Salt Lake,Valerenga IF,Sandefjord Fotball,Viking Stavanger,Aalesund FK,Mjöndalen IF,Bodö/Glimt,Stabaek IF,Sarpsborg 08,Rosenborg Trondheim,Odd Grenland,Lilleström SK,Strömsgodset IF,Tromsö IL,IK Start Kristiansand,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
572,18.07.2015,3,3,4,4,3,3,7,2,1,5,3,2,6,2,2,4,4,2,4,3,3,4,4,2,5,3,2,2,4,4,6,2,2,4,3,3,3,4,3,37.02,28.05,34.93,45.57,27.62,26.81,70.04,18.21,11.75,41.34,26.75,31.91,49.18,26.1,24.72,46.36,27.95,25.69,39.58,27.71,32.71,48.24,27.99,23.77,58.23,24.52,17.25,48.78,27.2,24.02,51.05,27.53,21.42,42.88,29.19,27.93,45.05,28.67,26.28,0,0,1,2,1,1,2,1,1,1,2,1,0,262443.5,2,27556.5,32,984.1,526,59.8,3950,9.9,FC Zürich,Young Boys Bern,FC Luzern,FC Sion,FC Basel,FC Vaduz,FC Thun,Grasshopper Zürich,FC St. Gallen,FC Lugano,Toronto FC,Philadelphia Union,Orlando City,RB New York,New England Revolution,New York City FC,Sporting Kansas City,Montreal Impact,FC Dallas,Washington D.C. United,Seattle Sounders FC,Colorado Rapids,Real Salt Lake,Houston Dynamo,Portland Timbers,Vancouver Whitecaps,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
573,25.07.2015,2,3,5,2,3,5,4,3,3,4,4,2,5,3,2,5,3,2,4,3,3,4,3,3,4,3,3,5,3,2,4,3,3,6,2,2,4,4,2,36.14,29.73,34.13,23.91,27.89,48.2,41.91,28.68,29.41,44.1,28.58,27.32,51.28,25.64,23.08,46.3,27.24,26.46,38.13,28.92,32.95,45.36,28.35,26.29,50.2,27,22.8,53.41,25.23,21.36,36.42,29.86,33.72,55.04,23.59,21.37,52.74,25.92,21.34,1,2,0,2,2,1,0,1,2,1,0,1,0,306804,0,64428.8,6,6136,102,360.9,970,47.4,SpVgg Greuther Fürth,Karlsruher SC,FSV Frankfurt,RB Leipzig,FC St. Pauli,Arminia Bielefeld,SC Paderborn,VfL Bochum,Eintracht Braunschweig,SV Sandhausen,1. FC Heidenheim,1860 München,1. FC Union Berlin,Fortuna Düsseldorf,Energie Cottbus,Hallescher FC,Hansa Rostock,Werder Bremen II,Dynamo Dresden,VfB Stuttgart II,VfR Aalen,Chemnitzer FC,Stuttgarter Kickers,Fortuna Köln,Preußen Münster,SG S. Großaspach,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,01.08.2015,4,3,3,3,3,4,4,3,3,2,3,5,4,4,2,2,3,5,3,3,4,6,2,2,3,3,4,5,3,2,3,4,3,2,4,4,3,3,4,49.15,25.95,24.9,32.93,28.09,38.98,56.87,26.07,17.06,13.38,20.3,66.32,44.92,27.74,27.34,32.29,29.38,38.33,39.47,28.53,32,50.65,27.56,21.79,37.38,29.34,33.28,47.86,27.56,24.58,40.39,30.29,29.32,38.72,29.35,31.93,39.45,29.26,31.29,0,1,1,2,1,2,2,2,1,0,0,0,2,410431,1,150619.3,14,3517.9,216,228,1827,33.6,Bayern München,VfL Wolfsburg,Arsenal London,Chelsea London,Paris St. Germain,Olympique Lyon,FC Groningen,PSV Eindhoven,VfL Bochum,MSV Duisburg,1860 München,SC Freiburg,Fortuna Düsseldorf,SC Paderborn,Karlsruher SC,FC St. Pauli,SV Sandhausen,1. FC Union Berlin,Chemnitzer FC,Hansa Rostock,Rot-Weiß Erfurt,SV Wehen Wiesbaden,VfL Osnabrück,Stuttgarter Kickers,Hallescher FC,Holstein Kiel,0,5,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
575,08.08.2015,2,2,6,2,3,5,1,2,7,1,3,6,1,3,6,2,4,4,2,3,5,1,3,6,2,2,6,1,3,6,2,3,5,2,2,6,2,3,5,17.88,24.37,57.75,29.51,27.37,43.12,9.15,16.88,73.97,24.25,27.07,48.68,21.69,25.36,52.95,29.46,27.58,42.96,19.69,24.38,55.93,19.83,24.67,55.5,16.78,23.11,60.11,7.94,15.54,76.52,22.41,25.99,51.6,16.07,22.22,61.71,23.82,27.14,49.04,2,2,2,1,0,1,1,2,0,2,0,2,0,385633,0,80982.9,24,1928.1,428,108.1,3593,16,MSV Duisburg,FC Schalke 04,Hallescher FC,Eintracht Braunschweig,Stuttgarter Kickers,VfL Wolfsburg,Viktoria Köln,1. FC Union Berlin,Würzburger Kickers,Werder Bremen,Erzgebirge Aue,SpVgg Greuther Fürth,1860 München,1899 Hoffenheim,Holstein Kiel,VfB Stuttgart,Bahlinger SC,SV Sandhausen,Chemnitzer FC,Borussia Dortmund,Rot-Weiß Essen,Fortuna Düsseldorf,FK Pirmasens,1. FC Heidenheim,Hansa Rostock,1. FC Kaiserslautern,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
